#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BT-CO_00001
CL4499Contig1	HCGP-BT-CO_04265
CL449Contig1	HCGP-BT-CO_04266
CL44Contig1	HCGP-BT-CO_04267
CL44Contig2	HCGP-BT-CO_04268
CL4500Contig1	HCGP-BT-CO_04269
CL4501Contig1	HCGP-BT-CO_04270
CL4502Contig1	HCGP-BT-CO_04271
CL4504Contig1	HCGP-BT-CO_04272
CL4505Contig1	HCGP-BT-CO_04273
CL4506Contig1	HCGP-BT-CO_04274
CL4507Contig1	HCGP-BT-CO_04275
CL4508Contig1	HCGP-BT-CO_04276
CL4509Contig1	HCGP-BT-CO_04277
CL450Contig1	HCGP-BT-CO_04278
CL4510Contig1	HCGP-BT-CO_04279
CL4511Contig1	HCGP-BT-CO_04280
CL4513Contig1	HCGP-BT-CO_04281
CL4514Contig1	HCGP-BT-CO_04282
CL4516Contig1	HCGP-BT-CO_04283
CL4517Contig1	HCGP-BT-CO_04284
CL4518Contig1	HCGP-BT-CO_04285
CL4519Contig1	HCGP-BT-CO_04286
CL451Contig1	HCGP-BT-CO_04287
CL4520Contig1	HCGP-BT-CO_04288
CL4521Contig1	HCGP-BT-CO_04289
CL4522Contig1	HCGP-BT-CO_04290
CL4523Contig1	HCGP-BT-CO_04291
CL4525Contig1	HCGP-BT-CO_04292
CL4526Contig1	HCGP-BT-CO_04293
CL4527Contig1	HCGP-BT-CO_04294
CL452Contig1	HCGP-BT-CO_04295
CL4530Contig1	HCGP-BT-CO_04296
CL4531Contig1	HCGP-BT-CO_04297
CL4533Contig1	HCGP-BT-CO_04298
CL4534Contig1	HCGP-BT-CO_04299
CL4535Contig1	HCGP-BT-CO_04300
CL4536Contig1	HCGP-BT-CO_04301
CL4537Contig1	HCGP-BT-CO_04302
CL4538Contig1	HCGP-BT-CO_04303
CL4539Contig1	HCGP-BT-CO_04304
CL453Contig1	HCGP-BT-CO_04305
CL4540Contig1	HCGP-BT-CO_04306
CL4541Contig1	HCGP-BT-CO_04307
CL4542Contig1	HCGP-BT-CO_04308
CL4543Contig1	HCGP-BT-CO_04309
CL4544Contig1	HCGP-BT-CO_04310
CL4545Contig1	HCGP-BT-CO_04311
CL4546Contig1	HCGP-BT-CO_04312
CL4547Contig1	HCGP-BT-CO_04313
CL4548Contig1	HCGP-BT-CO_04314
CL4549Contig1	HCGP-BT-CO_04315
CL454Contig1	HCGP-BT-CO_04316
CL4550Contig1	HCGP-BT-CO_04317
CL4551Contig1	HCGP-BT-CO_04318
CL4552Contig1	HCGP-BT-CO_04319
CL4553Contig1	HCGP-BT-CO_04320
CL4554Contig1	HCGP-BT-CO_04321
CL4555Contig1	HCGP-BT-CO_04322
CL4558Contig1	HCGP-BT-CO_04323
CL4559Contig1	HCGP-BT-CO_04324
CL455Contig1	HCGP-BT-CO_04325
CL4560Contig1	HCGP-BT-CO_04326
CL4561Contig1	HCGP-BT-CO_04327
CL4562Contig1	HCGP-BT-CO_04328
CL4563Contig1	HCGP-BT-CO_04329
CL4564Contig1	HCGP-BT-CO_04330
CL4565Contig1	HCGP-BT-CO_04331
CL4566Contig1	HCGP-BT-CO_04332
CL4567Contig1	HCGP-BT-CO_04333
CL4568Contig1	HCGP-BT-CO_04334
CL4569Contig1	HCGP-BT-CO_04335
CL456Contig1	HCGP-BT-CO_04336
CL4570Contig1	HCGP-BT-CO_04337
CL4571Contig1	HCGP-BT-CO_04338
CL4572Contig1	HCGP-BT-CO_04339
CL4573Contig1	HCGP-BT-CO_04340
CL4574Contig1	HCGP-BT-CO_04341
CL4575Contig1	HCGP-BT-CO_04342
CL4577Contig1	HCGP-BT-CO_04343
CL4579Contig1	HCGP-BT-CO_04344
CL457Contig1	HCGP-BT-CO_04345
CL4581Contig1	HCGP-BT-CO_04346
CL4582Contig1	HCGP-BT-CO_04347
CL4583Contig1	HCGP-BT-CO_04348
CL4584Contig1	HCGP-BT-CO_04349
CL4585Contig1	HCGP-BT-CO_04350
CL4586Contig1	HCGP-BT-CO_04351
CL4588Contig1	HCGP-BT-CO_04352
CL4589Contig1	HCGP-BT-CO_04353
CL458Contig1	HCGP-BT-CO_04354
CL4590Contig1	HCGP-BT-CO_04355
CL4591Contig1	HCGP-BT-CO_04356
CL4593Contig1	HCGP-BT-CO_04357
CL4595Contig1	HCGP-BT-CO_04358
CL4596Contig1	HCGP-BT-CO_04359
CL4598Contig1	HCGP-BT-CO_04360
CL459Contig1	HCGP-BT-CO_04361
CL45Contig1	HCGP-BT-CO_04362
CL45Contig2	HCGP-BT-CO_04363
CL4600Contig1	HCGP-BT-CO_04364
CL4601Contig1	HCGP-BT-CO_04365
CL4602Contig1	HCGP-BT-CO_04366
CL4603Contig1	HCGP-BT-CO_04367
CL4604Contig1	HCGP-BT-CO_04368
CL4605Contig1	HCGP-BT-CO_04369
CL4606Contig1	HCGP-BT-CO_04370
CL4607Contig1	HCGP-BT-CO_04371
CL4608Contig1	HCGP-BT-CO_04372
CL4609Contig1	HCGP-BT-CO_04373
CL460Contig1	HCGP-BT-CO_04374
CL4611Contig1	HCGP-BT-CO_04375
CL4612Contig1	HCGP-BT-CO_04376
CL4613Contig1	HCGP-BT-CO_04377
CL4614Contig1	HCGP-BT-CO_04378
CL4615Contig1	HCGP-BT-CO_04379
CL4616Contig1	HCGP-BT-CO_04380
CL4617Contig1	HCGP-BT-CO_04381
CL4618Contig1	HCGP-BT-CO_04382
CL4619Contig1	HCGP-BT-CO_04383
CL461Contig1	HCGP-BT-CO_04384
CL4620Contig1	HCGP-BT-CO_04385
CL4621Contig1	HCGP-BT-CO_04386
CL4622Contig1	HCGP-BT-CO_04387
CL4623Contig1	HCGP-BT-CO_04388
CL4624Contig1	HCGP-BT-CO_04389
CL4625Contig1	HCGP-BT-CO_04390
CL4626Contig1	HCGP-BT-CO_04391
CL4627Contig1	HCGP-BT-CO_04392
CL4628Contig1	HCGP-BT-CO_04393
CL462Contig1	HCGP-BT-CO_04394
CL4630Contig1	HCGP-BT-CO_04395
CL4631Contig1	HCGP-BT-CO_04396
CL4632Contig1	HCGP-BT-CO_04397
CL4633Contig1	HCGP-BT-CO_04398
CL4634Contig1	HCGP-BT-CO_04399
CL4635Contig1	HCGP-BT-CO_04400
CL4636Contig1	HCGP-BT-CO_04401
CL4637Contig1	HCGP-BT-CO_04402
CL4638Contig1	HCGP-BT-CO_04403
CL4639Contig1	HCGP-BT-CO_04404
CL463Contig1	HCGP-BT-CO_04405
CL4640Contig1	HCGP-BT-CO_04406
CL4641Contig1	HCGP-BT-CO_04407
CL4642Contig1	HCGP-BT-CO_04408
CL4643Contig1	HCGP-BT-CO_04409
CL4644Contig1	HCGP-BT-CO_04410
CL4646Contig1	HCGP-BT-CO_04411
CL4647Contig1	HCGP-BT-CO_04412
CL4648Contig1	HCGP-BT-CO_04413
CL4649Contig1	HCGP-BT-CO_04414
CL464Contig1	HCGP-BT-CO_04415
CL4650Contig1	HCGP-BT-CO_04416
CL4651Contig1	HCGP-BT-CO_04417
CL4652Contig1	HCGP-BT-CO_04418
CL4653Contig1	HCGP-BT-CO_04419
CL4654Contig1	HCGP-BT-CO_04420
CL4655Contig1	HCGP-BT-CO_04421
CL4656Contig1	HCGP-BT-CO_04422
CL4657Contig1	HCGP-BT-CO_04423
CL4658Contig1	HCGP-BT-CO_04424
CL4659Contig1	HCGP-BT-CO_04425
CL465Contig1	HCGP-BT-CO_04426
CL4660Contig1	HCGP-BT-CO_04427
CL4661Contig1	HCGP-BT-CO_04428
CL4662Contig1	HCGP-BT-CO_04429
CL4663Contig1	HCGP-BT-CO_04430
CL4664Contig1	HCGP-BT-CO_04431
CL4665Contig1	HCGP-BT-CO_04432
CL4666Contig1	HCGP-BT-CO_04433
CL4667Contig1	HCGP-BT-CO_04434
CL4668Contig1	HCGP-BT-CO_04435
CL4669Contig1	HCGP-BT-CO_04436
CL466Contig1	HCGP-BT-CO_04437
CL4670Contig1	HCGP-BT-CO_04438
CL4671Contig1	HCGP-BT-CO_04439
CL4672Contig1	HCGP-BT-CO_04440
CL4673Contig1	HCGP-BT-CO_04441
CL4674Contig1	HCGP-BT-CO_04442
CL4675Contig1	HCGP-BT-CO_04443
CL4676Contig1	HCGP-BT-CO_04444
CL4677Contig1	HCGP-BT-CO_04445
CL4678Contig1	HCGP-BT-CO_04446
CL4679Contig1	HCGP-BT-CO_04447
CL467Contig1	HCGP-BT-CO_04448
CL467Contig2	HCGP-BT-CO_04449
CL4680Contig1	HCGP-BT-CO_04450
CL4681Contig1	HCGP-BT-CO_04451
CL4682Contig1	HCGP-BT-CO_04452
CL4683Contig1	HCGP-BT-CO_04453
CL4684Contig1	HCGP-BT-CO_04454
CL4685Contig1	HCGP-BT-CO_04455
CL4686Contig1	HCGP-BT-CO_04456
CL4687Contig1	HCGP-BT-CO_04457
CL4688Contig1	HCGP-BT-CO_04458
CL4689Contig1	HCGP-BT-CO_04459
CL468Contig1	HCGP-BT-CO_04460
CL4691Contig1	HCGP-BT-CO_04461
CL4692Contig1	HCGP-BT-CO_04462
CL4693Contig1	HCGP-BT-CO_04463
CL4694Contig1	HCGP-BT-CO_04464
CL4695Contig1	HCGP-BT-CO_04465
CL4696Contig1	HCGP-BT-CO_04466
CL4697Contig1	HCGP-BT-CO_04467
CL4698Contig1	HCGP-BT-CO_04468
CL4699Contig1	HCGP-BT-CO_04469
CL469Contig1	HCGP-BT-CO_04470
CL46Contig1	HCGP-BT-CO_04471
CL46Contig2	HCGP-BT-CO_04472
CL46Contig3	HCGP-BT-CO_04473
CL46Contig4	HCGP-BT-CO_04474
CL4700Contig1	HCGP-BT-CO_04475
CL4701Contig1	HCGP-BT-CO_04476
CL4702Contig1	HCGP-BT-CO_04477
CL4703Contig1	HCGP-BT-CO_04478
CL4704Contig1	HCGP-BT-CO_04479
CL4705Contig1	HCGP-BT-CO_04480
CL4706Contig1	HCGP-BT-CO_04481
CL4707Contig1	HCGP-BT-CO_04482
CL4708Contig1	HCGP-BT-CO_04483
CL4709Contig1	HCGP-BT-CO_04484
CL470Contig1	HCGP-BT-CO_04485
CL4710Contig1	HCGP-BT-CO_04486
CL4711Contig1	HCGP-BT-CO_04487
CL4713Contig1	HCGP-BT-CO_04488
CL4714Contig1	HCGP-BT-CO_04489
CL4716Contig1	HCGP-BT-CO_04490
CL4717Contig1	HCGP-BT-CO_04491
CL4718Contig1	HCGP-BT-CO_04492
CL4719Contig1	HCGP-BT-CO_04493
CL471Contig1	HCGP-BT-CO_04494
CL471Contig2	HCGP-BT-CO_04495
CL4720Contig1	HCGP-BT-CO_04496
CL4721Contig1	HCGP-BT-CO_04497
CL4722Contig1	HCGP-BT-CO_04498
CL4723Contig1	HCGP-BT-CO_04499
CL4724Contig1	HCGP-BT-CO_04500
CL4725Contig1	HCGP-BT-CO_04501
CL4726Contig1	HCGP-BT-CO_04502
CL4727Contig1	HCGP-BT-CO_04503
CL4728Contig1	HCGP-BT-CO_04504
CL4729Contig1	HCGP-BT-CO_04505
CL472Contig1	HCGP-BT-CO_04506
CL4730Contig1	HCGP-BT-CO_04507
CL4731Contig1	HCGP-BT-CO_04508
CL4732Contig1	HCGP-BT-CO_04509
CL4733Contig1	HCGP-BT-CO_04510
CL4734Contig1	HCGP-BT-CO_04511
CL4735Contig1	HCGP-BT-CO_04512
CL4736Contig1	HCGP-BT-CO_04513
CL4737Contig1	HCGP-BT-CO_04514
CL4738Contig1	HCGP-BT-CO_04515
CL4739Contig1	HCGP-BT-CO_04516
CL473Contig1	HCGP-BT-CO_04517
CL473Contig2	HCGP-BT-CO_04518
CL4740Contig1	HCGP-BT-CO_04519
CL4741Contig1	HCGP-BT-CO_04520
CL4742Contig1	HCGP-BT-CO_04521
CL4743Contig1	HCGP-BT-CO_04522
CL4744Contig1	HCGP-BT-CO_04523
CL4746Contig1	HCGP-BT-CO_04524
CL4747Contig1	HCGP-BT-CO_04525
CL4748Contig1	HCGP-BT-CO_04526
CL4749Contig1	HCGP-BT-CO_04527
CL474Contig1	HCGP-BT-CO_04528
CL4750Contig1	HCGP-BT-CO_04529
CL4751Contig1	HCGP-BT-CO_04530
CL4752Contig1	HCGP-BT-CO_04531
CL4754Contig1	HCGP-BT-CO_04532
CL4755Contig1	HCGP-BT-CO_04533
CL4756Contig1	HCGP-BT-CO_04534
CL4757Contig1	HCGP-BT-CO_04535
CL4758Contig1	HCGP-BT-CO_04536
CL4759Contig1	HCGP-BT-CO_04537
CL475Contig1	HCGP-BT-CO_04538
CL4760Contig1	HCGP-BT-CO_04539
CL4761Contig1	HCGP-BT-CO_04540
CL4762Contig1	HCGP-BT-CO_04541
CL4763Contig1	HCGP-BT-CO_04542
CL4764Contig1	HCGP-BT-CO_04543
CL4765Contig1	HCGP-BT-CO_04544
CL4766Contig1	HCGP-BT-CO_04545
CL4767Contig1	HCGP-BT-CO_04546
CL4768Contig1	HCGP-BT-CO_04547
CL4769Contig1	HCGP-BT-CO_04548
CL476Contig1	HCGP-BT-CO_04549
CL4770Contig1	HCGP-BT-CO_04550
CL4771Contig1	HCGP-BT-CO_04551
CL4772Contig1	HCGP-BT-CO_04552
CL4773Contig1	HCGP-BT-CO_04553
CL4774Contig1	HCGP-BT-CO_04554
CL4775Contig1	HCGP-BT-CO_04555
CL4776Contig1	HCGP-BT-CO_04556
CL4777Contig1	HCGP-BT-CO_04557
CL4778Contig1	HCGP-BT-CO_04558
CL4779Contig1	HCGP-BT-CO_04559
CL477Contig1	HCGP-BT-CO_04560
CL4780Contig1	HCGP-BT-CO_04561
CL4781Contig1	HCGP-BT-CO_04562
CL4782Contig1	HCGP-BT-CO_04563
CL4783Contig1	HCGP-BT-CO_04564
CL4784Contig1	HCGP-BT-CO_04565
CL4785Contig1	HCGP-BT-CO_04566
CL4786Contig1	HCGP-BT-CO_04567
CL4787Contig1	HCGP-BT-CO_04568
CL4788Contig1	HCGP-BT-CO_04569
CL4789Contig1	HCGP-BT-CO_04570
CL4790Contig1	HCGP-BT-CO_04571
CL4791Contig1	HCGP-BT-CO_04572
CL4792Contig1	HCGP-BT-CO_04573
CL4793Contig1	HCGP-BT-CO_04574
CL4794Contig1	HCGP-BT-CO_04575
CL4795Contig1	HCGP-BT-CO_04576
CL4796Contig1	HCGP-BT-CO_04577
CL4797Contig1	HCGP-BT-CO_04578
CL4798Contig1	HCGP-BT-CO_04579
CL4799Contig1	HCGP-BT-CO_04580
CL479Contig1	HCGP-BT-CO_04581
CL479Contig2	HCGP-BT-CO_04582
CL47Contig1	HCGP-BT-CO_04583
CL4801Contig1	HCGP-BT-CO_04584
CL4802Contig1	HCGP-BT-CO_04585
CL4803Contig1	HCGP-BT-CO_04586
CL4804Contig1	HCGP-BT-CO_04587
CL4805Contig1	HCGP-BT-CO_04588
CL4806Contig1	HCGP-BT-CO_04589
CL4807Contig1	HCGP-BT-CO_04590
CL4808Contig1	HCGP-BT-CO_04591
CL4809Contig1	HCGP-BT-CO_04592
CL480Contig1	HCGP-BT-CO_04593
CL4810Contig1	HCGP-BT-CO_04594
CL4811Contig1	HCGP-BT-CO_04595
CL4812Contig1	HCGP-BT-CO_04596
CL4813Contig1	HCGP-BT-CO_04597
CL4814Contig1	HCGP-BT-CO_04598
CL4815Contig1	HCGP-BT-CO_04599
CL4816Contig1	HCGP-BT-CO_04600
CL4817Contig1	HCGP-BT-CO_04601
CL4818Contig1	HCGP-BT-CO_04602
CL4819Contig1	HCGP-BT-CO_04603
CL481Contig1	HCGP-BT-CO_04604
CL4820Contig1	HCGP-BT-CO_04605
CL4821Contig1	HCGP-BT-CO_04606
CL4822Contig1	HCGP-BT-CO_04607
CL4823Contig1	HCGP-BT-CO_04608
CL4824Contig1	HCGP-BT-CO_04609
CL4825Contig1	HCGP-BT-CO_04610
CL4826Contig1	HCGP-BT-CO_04611
CL4827Contig1	HCGP-BT-CO_04612
CL4829Contig1	HCGP-BT-CO_04613
CL482Contig1	HCGP-BT-CO_04614
CL4830Contig1	HCGP-BT-CO_04615
CL4831Contig1	HCGP-BT-CO_04616
CL4832Contig1	HCGP-BT-CO_04617
CL4833Contig1	HCGP-BT-CO_04618
CL4834Contig1	HCGP-BT-CO_04619
CL4835Contig1	HCGP-BT-CO_04620
CL4836Contig1	HCGP-BT-CO_04621
CL4837Contig1	HCGP-BT-CO_04622
CL4838Contig1	HCGP-BT-CO_04623
CL4839Contig1	HCGP-BT-CO_04624
CL483Contig1	HCGP-BT-CO_04625
CL4840Contig1	HCGP-BT-CO_04626
CL4841Contig1	HCGP-BT-CO_04627
CL4842Contig1	HCGP-BT-CO_04628
CL4843Contig1	HCGP-BT-CO_04629
CL4844Contig1	HCGP-BT-CO_04630
CL4845Contig1	HCGP-BT-CO_04631
CL4847Contig1	HCGP-BT-CO_04632
CL4848Contig1	HCGP-BT-CO_04633
CL4849Contig1	HCGP-BT-CO_04634
CL484Contig1	HCGP-BT-CO_04635
CL4850Contig1	HCGP-BT-CO_04636
CL4851Contig1	HCGP-BT-CO_04637
CL4852Contig1	HCGP-BT-CO_04638
CL4853Contig1	HCGP-BT-CO_04639
CL4854Contig1	HCGP-BT-CO_04640
CL4855Contig1	HCGP-BT-CO_04641
CL4856Contig1	HCGP-BT-CO_04642
CL4858Contig1	HCGP-BT-CO_04643
CL4859Contig1	HCGP-BT-CO_04644
CL485Contig1	HCGP-BT-CO_04645
CL4860Contig1	HCGP-BT-CO_04646
CL4861Contig1	HCGP-BT-CO_04647
CL4862Contig1	HCGP-BT-CO_04648
CL4863Contig1	HCGP-BT-CO_04649
CL4864Contig1	HCGP-BT-CO_04650
CL4865Contig1	HCGP-BT-CO_04651
CL4866Contig1	HCGP-BT-CO_04652
CL4867Contig1	HCGP-BT-CO_04653
CL4868Contig1	HCGP-BT-CO_04654
CL4869Contig1	HCGP-BT-CO_04655
CL486Contig1	HCGP-BT-CO_04656
CL4870Contig1	HCGP-BT-CO_04657
CL4871Contig1	HCGP-BT-CO_04658
CL4872Contig1	HCGP-BT-CO_04659
CL4873Contig1	HCGP-BT-CO_04660
CL4874Contig1	HCGP-BT-CO_04661
CL4875Contig1	HCGP-BT-CO_04662
CL4876Contig1	HCGP-BT-CO_04663
CL4877Contig1	HCGP-BT-CO_04664
CL4878Contig1	HCGP-BT-CO_04665
CL4879Contig1	HCGP-BT-CO_04666
CL487Contig1	HCGP-BT-CO_04667
CL4880Contig1	HCGP-BT-CO_04668
CL4881Contig1	HCGP-BT-CO_04669
CL4882Contig1	HCGP-BT-CO_04670
CL4883Contig1	HCGP-BT-CO_04671
CL4884Contig1	HCGP-BT-CO_04672
CL4885Contig1	HCGP-BT-CO_04673
CL4886Contig1	HCGP-BT-CO_04674
CL4887Contig1	HCGP-BT-CO_04675
CL4888Contig1	HCGP-BT-CO_04676
CL4889Contig1	HCGP-BT-CO_04677
CL488Contig1	HCGP-BT-CO_04678
CL488Contig2	HCGP-BT-CO_04679
CL4890Contig1	HCGP-BT-CO_04680
CL4891Contig1	HCGP-BT-CO_04681
CL4892Contig1	HCGP-BT-CO_04682
CL4893Contig1	HCGP-BT-CO_04683
CL4894Contig1	HCGP-BT-CO_04684
CL4895Contig1	HCGP-BT-CO_04685
CL4896Contig1	HCGP-BT-CO_04686
CL4898Contig1	HCGP-BT-CO_04687
CL489Contig1	HCGP-BT-CO_04688
CL48Contig1	HCGP-BT-CO_04689
CL4900Contig1	HCGP-BT-CO_04690
CL4901Contig1	HCGP-BT-CO_04691
CL4902Contig1	HCGP-BT-CO_04692
CL4903Contig1	HCGP-BT-CO_04693
CL4905Contig1	HCGP-BT-CO_04694
CL4906Contig1	HCGP-BT-CO_04695
CL4907Contig1	HCGP-BT-CO_04696
CL4908Contig1	HCGP-BT-CO_04697
CL4909Contig1	HCGP-BT-CO_04698
CL490Contig1	HCGP-BT-CO_04699
CL4910Contig1	HCGP-BT-CO_04700
CL4911Contig1	HCGP-BT-CO_04701
CL4912Contig1	HCGP-BT-CO_04702
CL4913Contig1	HCGP-BT-CO_04703
CL4914Contig1	HCGP-BT-CO_04704
CL4916Contig1	HCGP-BT-CO_04705
CL4917Contig1	HCGP-BT-CO_04706
CL4918Contig1	HCGP-BT-CO_04707
CL4919Contig1	HCGP-BT-CO_04708
CL491Contig1	HCGP-BT-CO_04709
CL4920Contig1	HCGP-BT-CO_04710
CL4922Contig1	HCGP-BT-CO_04711
CL4923Contig1	HCGP-BT-CO_04712
CL4924Contig1	HCGP-BT-CO_04713
CL4925Contig1	HCGP-BT-CO_04714
CL4926Contig1	HCGP-BT-CO_04715
CL4928Contig1	HCGP-BT-CO_04716
CL4929Contig1	HCGP-BT-CO_04717
CL492Contig1	HCGP-BT-CO_04718
CL4930Contig1	HCGP-BT-CO_04719
CL4931Contig1	HCGP-BT-CO_04720
CL4932Contig1	HCGP-BT-CO_04721
CL4933Contig1	HCGP-BT-CO_04722
CL4934Contig1	HCGP-BT-CO_04723
CL4935Contig1	HCGP-BT-CO_04724
CL4936Contig1	HCGP-BT-CO_04725
CL4937Contig1	HCGP-BT-CO_04726
CL4939Contig1	HCGP-BT-CO_04727
CL493Contig1	HCGP-BT-CO_04728
CL4940Contig1	HCGP-BT-CO_04729
CL4941Contig1	HCGP-BT-CO_04730
CL4942Contig1	HCGP-BT-CO_04731
CL4943Contig1	HCGP-BT-CO_04732
CL4944Contig1	HCGP-BT-CO_04733
CL4945Contig1	HCGP-BT-CO_04734
CL4946Contig1	HCGP-BT-CO_04735
CL4947Contig1	HCGP-BT-CO_04736
CL4948Contig1	HCGP-BT-CO_04737
CL4949Contig1	HCGP-BT-CO_04738
CL494Contig1	HCGP-BT-CO_04739
CL4950Contig1	HCGP-BT-CO_04740
CL4951Contig1	HCGP-BT-CO_04741
CL4952Contig1	HCGP-BT-CO_04742
CL4954Contig1	HCGP-BT-CO_04743
CL4955Contig1	HCGP-BT-CO_04744
CL4956Contig1	HCGP-BT-CO_04745
CL4957Contig1	HCGP-BT-CO_04746
CL4958Contig1	HCGP-BT-CO_04747
CL4959Contig1	HCGP-BT-CO_04748
CL495Contig1	HCGP-BT-CO_04749
CL4960Contig1	HCGP-BT-CO_04750
CL4961Contig1	HCGP-BT-CO_04751
CL4962Contig1	HCGP-BT-CO_04752
CL4963Contig1	HCGP-BT-CO_04753
CL4964Contig1	HCGP-BT-CO_04754
CL4965Contig1	HCGP-BT-CO_04755
CL4966Contig1	HCGP-BT-CO_04756
CL4967Contig1	HCGP-BT-CO_04757
CL4968Contig1	HCGP-BT-CO_04758
CL4969Contig1	HCGP-BT-CO_04759
CL496Contig1	HCGP-BT-CO_04760
CL4971Contig1	HCGP-BT-CO_04761
CL4972Contig1	HCGP-BT-CO_04762
CL4973Contig1	HCGP-BT-CO_04763
CL4974Contig1	HCGP-BT-CO_04764
CL4975Contig1	HCGP-BT-CO_04765
CL4976Contig1	HCGP-BT-CO_04766
CL4977Contig1	HCGP-BT-CO_04767
CL4978Contig1	HCGP-BT-CO_04768
CL4979Contig1	HCGP-BT-CO_04769
CL497Contig1	HCGP-BT-CO_04770
CL4980Contig1	HCGP-BT-CO_04771
CL4981Contig1	HCGP-BT-CO_04772
CL4982Contig1	HCGP-BT-CO_04773
CL4983Contig1	HCGP-BT-CO_04774
CL4984Contig1	HCGP-BT-CO_04775
CL4986Contig1	HCGP-BT-CO_04776
CL4987Contig1	HCGP-BT-CO_04777
CL4988Contig1	HCGP-BT-CO_04778
CL4989Contig1	HCGP-BT-CO_04779
CL498Contig1	HCGP-BT-CO_04780
CL4990Contig1	HCGP-BT-CO_04781
CL4991Contig1	HCGP-BT-CO_04782
CL4992Contig1	HCGP-BT-CO_04783
CL4993Contig1	HCGP-BT-CO_04784
CL4995Contig1	HCGP-BT-CO_04785
CL4996Contig1	HCGP-BT-CO_04786
CL4998Contig1	HCGP-BT-CO_04787
CL4999Contig1	HCGP-BT-CO_04788
CL499Contig1	HCGP-BT-CO_04789
CL499Contig2	HCGP-BT-CO_04790
CL49Contig1	HCGP-BT-CO_04791
CL49Contig2	HCGP-BT-CO_04792
CL49Contig3	HCGP-BT-CO_04793
CL49Contig4	HCGP-BT-CO_04794
CL49Contig5	HCGP-BT-CO_04795
CL49Contig6	HCGP-BT-CO_04796
CL4Contig1	HCGP-BT-CO_04797
CL4Contig10	HCGP-BT-CO_04798
CL4Contig11	HCGP-BT-CO_04799
CL4Contig12	HCGP-BT-CO_04800
CL4Contig13	HCGP-BT-CO_04801
CL4Contig14	HCGP-BT-CO_04802
CL4Contig15	HCGP-BT-CO_04803
CL4Contig16	HCGP-BT-CO_04804
CL4Contig17	HCGP-BT-CO_04805
CL4Contig18	HCGP-BT-CO_04806
CL4Contig19	HCGP-BT-CO_04807
CL4Contig2	HCGP-BT-CO_04808
CL4Contig20	HCGP-BT-CO_04809
CL4Contig21	HCGP-BT-CO_04810
CL4Contig22	HCGP-BT-CO_04811
CL4Contig3	HCGP-BT-CO_04812
CL4Contig4	HCGP-BT-CO_04813
CL4Contig5	HCGP-BT-CO_04814
CL4Contig6	HCGP-BT-CO_04815
CL4Contig7	HCGP-BT-CO_04816
CL4Contig8	HCGP-BT-CO_04817
CL4Contig9	HCGP-BT-CO_04818
CL5000Contig1	HCGP-BT-CO_04819
CL5001Contig1	HCGP-BT-CO_04820
CL5002Contig1	HCGP-BT-CO_04821
CL5003Contig1	HCGP-BT-CO_04822
CL5004Contig1	HCGP-BT-CO_04823
CL5005Contig1	HCGP-BT-CO_04824
CL5006Contig1	HCGP-BT-CO_04825
CL5007Contig1	HCGP-BT-CO_04826
CL5008Contig1	HCGP-BT-CO_04827
CL5009Contig1	HCGP-BT-CO_04828
CL500Contig1	HCGP-BT-CO_04829
CL5010Contig1	HCGP-BT-CO_04830
CL5011Contig1	HCGP-BT-CO_04831
CL5012Contig1	HCGP-BT-CO_04832
CL5013Contig1	HCGP-BT-CO_04833
CL5014Contig1	HCGP-BT-CO_04834
CL5015Contig1	HCGP-BT-CO_04835
CL5016Contig1	HCGP-BT-CO_04836
CL5017Contig1	HCGP-BT-CO_04837
CL5018Contig1	HCGP-BT-CO_04838
CL5019Contig1	HCGP-BT-CO_04839
CL501Contig2	HCGP-BT-CO_04840
CL5020Contig1	HCGP-BT-CO_04841
CL5021Contig1	HCGP-BT-CO_04842
CL5022Contig1	HCGP-BT-CO_04843
CL5024Contig1	HCGP-BT-CO_04844
CL5025Contig1	HCGP-BT-CO_04845
CL5026Contig1	HCGP-BT-CO_04846
CL5027Contig1	HCGP-BT-CO_04847
CL5028Contig1	HCGP-BT-CO_04848
CL5029Contig1	HCGP-BT-CO_04849
CL502Contig1	HCGP-BT-CO_04850
CL5031Contig1	HCGP-BT-CO_04851
CL5032Contig1	HCGP-BT-CO_04852
CL5033Contig1	HCGP-BT-CO_04853
CL5034Contig1	HCGP-BT-CO_04854
CL5035Contig1	HCGP-BT-CO_04855
CL5036Contig1	HCGP-BT-CO_04856
CL5037Contig1	HCGP-BT-CO_04857
CL5038Contig1	HCGP-BT-CO_04858
CL5039Contig1	HCGP-BT-CO_04859
CL503Contig1	HCGP-BT-CO_04860
CL503Contig2	HCGP-BT-CO_04861
CL5040Contig1	HCGP-BT-CO_04862
CL5042Contig1	HCGP-BT-CO_04863
CL5043Contig1	HCGP-BT-CO_04864
CL5044Contig1	HCGP-BT-CO_04865
CL5045Contig1	HCGP-BT-CO_04866
CL5046Contig1	HCGP-BT-CO_04867
CL5047Contig1	HCGP-BT-CO_04868
CL5048Contig1	HCGP-BT-CO_04869
CL5049Contig1	HCGP-BT-CO_04870
CL504Contig1	HCGP-BT-CO_04871
CL5050Contig1	HCGP-BT-CO_04872
CL5051Contig1	HCGP-BT-CO_04873
CL5052Contig1	HCGP-BT-CO_04874
CL5053Contig1	HCGP-BT-CO_04875
