#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BN-CO_00001
CL3828Contig1	HCGP-BN-CO_03059
CL3829Contig1	HCGP-BN-CO_03060
CL382Contig1	HCGP-BN-CO_03061
CL382Contig2	HCGP-BN-CO_03062
CL3830Contig1	HCGP-BN-CO_03063
CL3831Contig1	HCGP-BN-CO_03064
CL3832Contig1	HCGP-BN-CO_03065
CL3833Contig1	HCGP-BN-CO_03066
CL3834Contig1	HCGP-BN-CO_03067
CL3836Contig1	HCGP-BN-CO_03068
CL3837Contig1	HCGP-BN-CO_03069
CL3838Contig1	HCGP-BN-CO_03070
CL3839Contig1	HCGP-BN-CO_03071
CL383Contig1	HCGP-BN-CO_03072
CL3840Contig1	HCGP-BN-CO_03073
CL3841Contig1	HCGP-BN-CO_03074
CL3842Contig1	HCGP-BN-CO_03075
CL3843Contig1	HCGP-BN-CO_03076
CL3844Contig1	HCGP-BN-CO_03077
CL3845Contig1	HCGP-BN-CO_03078
CL3847Contig1	HCGP-BN-CO_03079
CL3848Contig1	HCGP-BN-CO_03080
CL3849Contig1	HCGP-BN-CO_03081
CL384Contig1	HCGP-BN-CO_03082
CL3850Contig1	HCGP-BN-CO_03083
CL3851Contig1	HCGP-BN-CO_03084
CL3852Contig1	HCGP-BN-CO_03085
CL3853Contig1	HCGP-BN-CO_03086
CL3855Contig1	HCGP-BN-CO_03087
CL3856Contig1	HCGP-BN-CO_03088
CL3857Contig1	HCGP-BN-CO_03089
CL3858Contig1	HCGP-BN-CO_03090
CL3859Contig1	HCGP-BN-CO_03091
CL385Contig1	HCGP-BN-CO_03092
CL3860Contig1	HCGP-BN-CO_03093
CL3861Contig1	HCGP-BN-CO_03094
CL3862Contig1	HCGP-BN-CO_03095
CL3863Contig1	HCGP-BN-CO_03096
CL3864Contig1	HCGP-BN-CO_03097
CL3865Contig1	HCGP-BN-CO_03098
CL3866Contig1	HCGP-BN-CO_03099
CL3867Contig1	HCGP-BN-CO_03100
CL3868Contig1	HCGP-BN-CO_03101
CL3869Contig1	HCGP-BN-CO_03102
CL386Contig1	HCGP-BN-CO_03103
CL3870Contig1	HCGP-BN-CO_03104
CL3871Contig1	HCGP-BN-CO_03105
CL3872Contig1	HCGP-BN-CO_03106
CL3873Contig1	HCGP-BN-CO_03107
CL3874Contig1	HCGP-BN-CO_03108
CL3875Contig1	HCGP-BN-CO_03109
CL3876Contig1	HCGP-BN-CO_03110
CL3877Contig1	HCGP-BN-CO_03111
CL3878Contig1	HCGP-BN-CO_03112
CL3879Contig1	HCGP-BN-CO_03113
CL387Contig1	HCGP-BN-CO_03114
CL3880Contig1	HCGP-BN-CO_03115
CL3881Contig1	HCGP-BN-CO_03116
CL3882Contig1	HCGP-BN-CO_03117
CL3883Contig1	HCGP-BN-CO_03118
CL3884Contig1	HCGP-BN-CO_03119
CL3886Contig1	HCGP-BN-CO_03120
CL3887Contig1	HCGP-BN-CO_03121
CL3888Contig1	HCGP-BN-CO_03122
CL3889Contig1	HCGP-BN-CO_03123
CL388Contig1	HCGP-BN-CO_03124
CL3891Contig1	HCGP-BN-CO_03125
CL3892Contig1	HCGP-BN-CO_03126
CL3893Contig1	HCGP-BN-CO_03127
CL3894Contig1	HCGP-BN-CO_03128
CL3895Contig1	HCGP-BN-CO_03129
CL3896Contig1	HCGP-BN-CO_03130
CL3897Contig1	HCGP-BN-CO_03131
CL3898Contig1	HCGP-BN-CO_03132
CL389Contig1	HCGP-BN-CO_03133
CL38Contig1	HCGP-BN-CO_03134
CL3900Contig1	HCGP-BN-CO_03135
CL3901Contig1	HCGP-BN-CO_03136
CL3902Contig1	HCGP-BN-CO_03137
CL3903Contig1	HCGP-BN-CO_03138
CL3904Contig1	HCGP-BN-CO_03139
CL3906Contig1	HCGP-BN-CO_03140
CL3907Contig1	HCGP-BN-CO_03141
CL3908Contig1	HCGP-BN-CO_03142
CL3909Contig1	HCGP-BN-CO_03143
CL390Contig1	HCGP-BN-CO_03144
CL3910Contig1	HCGP-BN-CO_03145
CL3912Contig1	HCGP-BN-CO_03146
CL3913Contig1	HCGP-BN-CO_03147
CL3915Contig1	HCGP-BN-CO_03148
CL3916Contig1	HCGP-BN-CO_03149
CL3917Contig1	HCGP-BN-CO_03150
CL3918Contig1	HCGP-BN-CO_03151
CL3919Contig1	HCGP-BN-CO_03152
CL391Contig1	HCGP-BN-CO_03153
CL3920Contig1	HCGP-BN-CO_03154
CL3922Contig1	HCGP-BN-CO_03155
CL3923Contig1	HCGP-BN-CO_03156
CL3924Contig1	HCGP-BN-CO_03157
CL3925Contig1	HCGP-BN-CO_03158
CL3926Contig1	HCGP-BN-CO_03159
CL3928Contig1	HCGP-BN-CO_03160
CL3929Contig1	HCGP-BN-CO_03161
CL392Contig1	HCGP-BN-CO_03162
CL3930Contig1	HCGP-BN-CO_03163
CL3931Contig1	HCGP-BN-CO_03164
CL3932Contig1	HCGP-BN-CO_03165
CL3933Contig1	HCGP-BN-CO_03166
CL3934Contig1	HCGP-BN-CO_03167
CL3935Contig1	HCGP-BN-CO_03168
CL3936Contig1	HCGP-BN-CO_03169
CL3937Contig1	HCGP-BN-CO_03170
CL3938Contig1	HCGP-BN-CO_03171
CL3939Contig1	HCGP-BN-CO_03172
CL393Contig1	HCGP-BN-CO_03173
CL393Contig2	HCGP-BN-CO_03174
CL3941Contig1	HCGP-BN-CO_03175
CL3942Contig1	HCGP-BN-CO_03176
CL3943Contig1	HCGP-BN-CO_03177
CL3944Contig1	HCGP-BN-CO_03178
CL3945Contig1	HCGP-BN-CO_03179
CL3946Contig1	HCGP-BN-CO_03180
CL3947Contig1	HCGP-BN-CO_03181
CL3948Contig1	HCGP-BN-CO_03182
CL3949Contig1	HCGP-BN-CO_03183
CL394Contig1	HCGP-BN-CO_03184
CL3951Contig1	HCGP-BN-CO_03185
CL3952Contig1	HCGP-BN-CO_03186
CL3953Contig1	HCGP-BN-CO_03187
CL3954Contig1	HCGP-BN-CO_03188
CL3955Contig1	HCGP-BN-CO_03189
CL3956Contig1	HCGP-BN-CO_03190
CL3957Contig1	HCGP-BN-CO_03191
CL3958Contig1	HCGP-BN-CO_03192
CL3959Contig1	HCGP-BN-CO_03193
CL395Contig1	HCGP-BN-CO_03194
CL3960Contig1	HCGP-BN-CO_03195
CL3961Contig1	HCGP-BN-CO_03196
CL3962Contig1	HCGP-BN-CO_03197
CL3963Contig1	HCGP-BN-CO_03198
CL3964Contig1	HCGP-BN-CO_03199
CL3965Contig1	HCGP-BN-CO_03200
CL3966Contig1	HCGP-BN-CO_03201
CL3967Contig1	HCGP-BN-CO_03202
CL3968Contig1	HCGP-BN-CO_03203
CL396Contig1	HCGP-BN-CO_03204
CL3970Contig1	HCGP-BN-CO_03205
CL3971Contig1	HCGP-BN-CO_03206
CL3972Contig1	HCGP-BN-CO_03207
CL3974Contig1	HCGP-BN-CO_03208
CL3975Contig1	HCGP-BN-CO_03209
CL3976Contig1	HCGP-BN-CO_03210
CL3977Contig1	HCGP-BN-CO_03211
CL3979Contig1	HCGP-BN-CO_03212
CL397Contig1	HCGP-BN-CO_03213
CL3980Contig1	HCGP-BN-CO_03214
CL3981Contig1	HCGP-BN-CO_03215
CL3982Contig1	HCGP-BN-CO_03216
CL3983Contig1	HCGP-BN-CO_03217
CL3984Contig1	HCGP-BN-CO_03218
CL3985Contig1	HCGP-BN-CO_03219
CL3986Contig1	HCGP-BN-CO_03220
CL3987Contig1	HCGP-BN-CO_03221
CL3988Contig1	HCGP-BN-CO_03222
CL3989Contig1	HCGP-BN-CO_03223
CL398Contig1	HCGP-BN-CO_03224
CL3990Contig1	HCGP-BN-CO_03225
CL3991Contig1	HCGP-BN-CO_03226
CL3992Contig1	HCGP-BN-CO_03227
CL3993Contig1	HCGP-BN-CO_03228
CL3994Contig1	HCGP-BN-CO_03229
CL3995Contig1	HCGP-BN-CO_03230
CL3996Contig1	HCGP-BN-CO_03231
CL3997Contig1	HCGP-BN-CO_03232
CL3998Contig1	HCGP-BN-CO_03233
CL3999Contig1	HCGP-BN-CO_03234
CL399Contig1	HCGP-BN-CO_03235
CL39Contig1	HCGP-BN-CO_03236
CL39Contig2	HCGP-BN-CO_03237
CL39Contig3	HCGP-BN-CO_03238
CL39Contig4	HCGP-BN-CO_03239
CL39Contig5	HCGP-BN-CO_03240
CL3Contig1	HCGP-BN-CO_03241
CL3Contig10	HCGP-BN-CO_03242
CL3Contig11	HCGP-BN-CO_03243
CL3Contig12	HCGP-BN-CO_03244
CL3Contig13	HCGP-BN-CO_03245
CL3Contig14	HCGP-BN-CO_03246
CL3Contig15	HCGP-BN-CO_03247
CL3Contig16	HCGP-BN-CO_03248
CL3Contig17	HCGP-BN-CO_03249
CL3Contig18	HCGP-BN-CO_03250
CL3Contig19	HCGP-BN-CO_03251
CL3Contig2	HCGP-BN-CO_03252
CL3Contig20	HCGP-BN-CO_03253
CL3Contig21	HCGP-BN-CO_03254
CL3Contig3	HCGP-BN-CO_03255
CL3Contig4	HCGP-BN-CO_03256
CL3Contig5	HCGP-BN-CO_03257
CL3Contig6	HCGP-BN-CO_03258
CL3Contig7	HCGP-BN-CO_03259
CL3Contig8	HCGP-BN-CO_03260
CL3Contig9	HCGP-BN-CO_03261
CL4000Contig1	HCGP-BN-CO_03262
CL4001Contig1	HCGP-BN-CO_03263
CL4002Contig1	HCGP-BN-CO_03264
CL4003Contig1	HCGP-BN-CO_03265
CL4004Contig1	HCGP-BN-CO_03266
CL4005Contig1	HCGP-BN-CO_03267
CL4006Contig1	HCGP-BN-CO_03268
CL4007Contig1	HCGP-BN-CO_03269
CL4008Contig1	HCGP-BN-CO_03270
CL4009Contig1	HCGP-BN-CO_03271
CL400Contig1	HCGP-BN-CO_03272
CL4010Contig1	HCGP-BN-CO_03273
CL4011Contig1	HCGP-BN-CO_03274
CL4012Contig1	HCGP-BN-CO_03275
CL4013Contig1	HCGP-BN-CO_03276
CL4014Contig1	HCGP-BN-CO_03277
CL4015Contig1	HCGP-BN-CO_03278
CL4016Contig1	HCGP-BN-CO_03279
CL4017Contig1	HCGP-BN-CO_03280
CL4018Contig1	HCGP-BN-CO_03281
CL4019Contig1	HCGP-BN-CO_03282
CL401Contig1	HCGP-BN-CO_03283
CL4020Contig1	HCGP-BN-CO_03284
CL4021Contig1	HCGP-BN-CO_03285
CL4022Contig1	HCGP-BN-CO_03286
CL4023Contig1	HCGP-BN-CO_03287
CL4024Contig1	HCGP-BN-CO_03288
CL4025Contig1	HCGP-BN-CO_03289
CL4026Contig1	HCGP-BN-CO_03290
CL4027Contig1	HCGP-BN-CO_03291
CL4028Contig1	HCGP-BN-CO_03292
CL4029Contig1	HCGP-BN-CO_03293
CL402Contig1	HCGP-BN-CO_03294
CL4030Contig1	HCGP-BN-CO_03295
CL4031Contig1	HCGP-BN-CO_03296
CL4032Contig1	HCGP-BN-CO_03297
CL4033Contig1	HCGP-BN-CO_03298
CL4034Contig1	HCGP-BN-CO_03299
CL4035Contig1	HCGP-BN-CO_03300
CL4036Contig1	HCGP-BN-CO_03301
CL4037Contig1	HCGP-BN-CO_03302
CL4038Contig1	HCGP-BN-CO_03303
CL4039Contig1	HCGP-BN-CO_03304
CL403Contig1	HCGP-BN-CO_03305
CL4040Contig1	HCGP-BN-CO_03306
CL4041Contig1	HCGP-BN-CO_03307
CL4042Contig1	HCGP-BN-CO_03308
CL4043Contig1	HCGP-BN-CO_03309
CL4045Contig1	HCGP-BN-CO_03310
CL4046Contig1	HCGP-BN-CO_03311
CL4047Contig1	HCGP-BN-CO_03312
CL4048Contig1	HCGP-BN-CO_03313
CL4049Contig1	HCGP-BN-CO_03314
CL404Contig1	HCGP-BN-CO_03315
CL4050Contig1	HCGP-BN-CO_03316
CL4051Contig1	HCGP-BN-CO_03317
CL4052Contig1	HCGP-BN-CO_03318
CL4053Contig1	HCGP-BN-CO_03319
CL4054Contig1	HCGP-BN-CO_03320
CL4055Contig1	HCGP-BN-CO_03321
CL4056Contig1	HCGP-BN-CO_03322
CL4057Contig1	HCGP-BN-CO_03323
CL4058Contig1	HCGP-BN-CO_03324
CL4059Contig1	HCGP-BN-CO_03325
CL405Contig1	HCGP-BN-CO_03326
CL4060Contig1	HCGP-BN-CO_03327
CL4061Contig1	HCGP-BN-CO_03328
CL4062Contig1	HCGP-BN-CO_03329
CL4063Contig1	HCGP-BN-CO_03330
CL4065Contig1	HCGP-BN-CO_03331
CL4067Contig1	HCGP-BN-CO_03332
CL4068Contig1	HCGP-BN-CO_03333
CL4069Contig1	HCGP-BN-CO_03334
CL406Contig1	HCGP-BN-CO_03335
CL4070Contig1	HCGP-BN-CO_03336
CL4071Contig1	HCGP-BN-CO_03337
CL4072Contig1	HCGP-BN-CO_03338
CL4073Contig1	HCGP-BN-CO_03339
CL4075Contig1	HCGP-BN-CO_03340
CL4076Contig1	HCGP-BN-CO_03341
CL4077Contig1	HCGP-BN-CO_03342
CL4078Contig1	HCGP-BN-CO_03343
CL4079Contig1	HCGP-BN-CO_03344
CL407Contig1	HCGP-BN-CO_03345
CL4080Contig1	HCGP-BN-CO_03346
CL4081Contig1	HCGP-BN-CO_03347
CL4082Contig1	HCGP-BN-CO_03348
CL4083Contig1	HCGP-BN-CO_03349
CL4084Contig1	HCGP-BN-CO_03350
CL4085Contig1	HCGP-BN-CO_03351
CL4086Contig1	HCGP-BN-CO_03352
CL4088Contig1	HCGP-BN-CO_03353
CL4089Contig1	HCGP-BN-CO_03354
CL408Contig1	HCGP-BN-CO_03355
CL4090Contig1	HCGP-BN-CO_03356
CL4091Contig1	HCGP-BN-CO_03357
CL4092Contig1	HCGP-BN-CO_03358
CL4093Contig1	HCGP-BN-CO_03359
CL4094Contig1	HCGP-BN-CO_03360
CL4095Contig1	HCGP-BN-CO_03361
CL4096Contig1	HCGP-BN-CO_03362
CL4097Contig1	HCGP-BN-CO_03363
CL4099Contig1	HCGP-BN-CO_03364
CL409Contig1	HCGP-BN-CO_03365
CL40Contig1	HCGP-BN-CO_03366
CL4100Contig1	HCGP-BN-CO_03367
CL4101Contig1	HCGP-BN-CO_03368
CL4102Contig1	HCGP-BN-CO_03369
CL4103Contig1	HCGP-BN-CO_03370
CL4104Contig1	HCGP-BN-CO_03371
CL4105Contig1	HCGP-BN-CO_03372
CL4106Contig1	HCGP-BN-CO_03373
CL4107Contig1	HCGP-BN-CO_03374
CL4108Contig1	HCGP-BN-CO_03375
CL4109Contig1	HCGP-BN-CO_03376
CL410Contig1	HCGP-BN-CO_03377
CL410Contig2	HCGP-BN-CO_03378
CL4110Contig1	HCGP-BN-CO_03379
CL4111Contig1	HCGP-BN-CO_03380
CL4112Contig1	HCGP-BN-CO_03381
CL4113Contig1	HCGP-BN-CO_03382
CL4114Contig1	HCGP-BN-CO_03383
CL4115Contig1	HCGP-BN-CO_03384
CL4116Contig1	HCGP-BN-CO_03385
CL4117Contig1	HCGP-BN-CO_03386
CL4118Contig1	HCGP-BN-CO_03387
CL4119Contig1	HCGP-BN-CO_03388
CL411Contig1	HCGP-BN-CO_03389
CL4120Contig1	HCGP-BN-CO_03390
CL4121Contig1	HCGP-BN-CO_03391
CL4122Contig1	HCGP-BN-CO_03392
CL4124Contig1	HCGP-BN-CO_03393
CL4125Contig1	HCGP-BN-CO_03394
CL4126Contig1	HCGP-BN-CO_03395
CL4127Contig1	HCGP-BN-CO_03396
CL4128Contig1	HCGP-BN-CO_03397
CL4129Contig1	HCGP-BN-CO_03398
CL412Contig2	HCGP-BN-CO_03399
CL4130Contig1	HCGP-BN-CO_03400
CL4131Contig1	HCGP-BN-CO_03401
CL4132Contig1	HCGP-BN-CO_03402
CL4133Contig1	HCGP-BN-CO_03403
CL4134Contig1	HCGP-BN-CO_03404
CL4135Contig1	HCGP-BN-CO_03405
CL4137Contig1	HCGP-BN-CO_03406
CL4138Contig1	HCGP-BN-CO_03407
CL4139Contig1	HCGP-BN-CO_03408
CL413Contig1	HCGP-BN-CO_03409
CL413Contig2	HCGP-BN-CO_03410
CL413Contig3	HCGP-BN-CO_03411
CL4140Contig1	HCGP-BN-CO_03412
CL4141Contig1	HCGP-BN-CO_03413
CL4143Contig1	HCGP-BN-CO_03414
CL4145Contig1	HCGP-BN-CO_03415
CL4146Contig1	HCGP-BN-CO_03416
CL4147Contig1	HCGP-BN-CO_03417
CL4148Contig1	HCGP-BN-CO_03418
CL4149Contig1	HCGP-BN-CO_03419
CL414Contig1	HCGP-BN-CO_03420
CL4150Contig1	HCGP-BN-CO_03421
CL4151Contig1	HCGP-BN-CO_03422
CL4152Contig1	HCGP-BN-CO_03423
CL4153Contig1	HCGP-BN-CO_03424
CL4154Contig1	HCGP-BN-CO_03425
CL4155Contig1	HCGP-BN-CO_03426
CL4156Contig1	HCGP-BN-CO_03427
CL4157Contig1	HCGP-BN-CO_03428
CL4158Contig1	HCGP-BN-CO_03429
CL4159Contig1	HCGP-BN-CO_03430
CL415Contig1	HCGP-BN-CO_03431
CL4160Contig1	HCGP-BN-CO_03432
CL4162Contig1	HCGP-BN-CO_03433
CL4163Contig1	HCGP-BN-CO_03434
CL4164Contig1	HCGP-BN-CO_03435
CL4166Contig1	HCGP-BN-CO_03436
CL4168Contig1	HCGP-BN-CO_03437
CL4169Contig1	HCGP-BN-CO_03438
CL416Contig1	HCGP-BN-CO_03439
CL4170Contig1	HCGP-BN-CO_03440
CL4171Contig1	HCGP-BN-CO_03441
CL4172Contig1	HCGP-BN-CO_03442
CL4173Contig1	HCGP-BN-CO_03443
CL4174Contig1	HCGP-BN-CO_03444
CL4175Contig1	HCGP-BN-CO_03445
CL4176Contig1	HCGP-BN-CO_03446
CL4177Contig1	HCGP-BN-CO_03447
CL4178Contig1	HCGP-BN-CO_03448
CL417Contig1	HCGP-BN-CO_03449
CL4180Contig1	HCGP-BN-CO_03450
CL4181Contig1	HCGP-BN-CO_03451
CL4182Contig1	HCGP-BN-CO_03452
CL4183Contig1	HCGP-BN-CO_03453
CL4185Contig1	HCGP-BN-CO_03454
CL4187Contig1	HCGP-BN-CO_03455
CL4188Contig1	HCGP-BN-CO_03456
CL418Contig1	HCGP-BN-CO_03457
CL4190Contig1	HCGP-BN-CO_03458
CL4191Contig1	HCGP-BN-CO_03459
CL4192Contig1	HCGP-BN-CO_03460
CL4193Contig1	HCGP-BN-CO_03461
CL4194Contig1	HCGP-BN-CO_03462
CL4195Contig1	HCGP-BN-CO_03463
CL4196Contig1	HCGP-BN-CO_03464
CL4197Contig1	HCGP-BN-CO_03465
CL4198Contig1	HCGP-BN-CO_03466
CL4199Contig1	HCGP-BN-CO_03467
CL419Contig1	HCGP-BN-CO_03468
CL41Contig1	HCGP-BN-CO_03469
CL4200Contig1	HCGP-BN-CO_03470
CL4201Contig1	HCGP-BN-CO_03471
CL4203Contig1	HCGP-BN-CO_03472
CL4204Contig1	HCGP-BN-CO_03473
CL4205Contig1	HCGP-BN-CO_03474
CL4206Contig1	HCGP-BN-CO_03475
CL4207Contig1	HCGP-BN-CO_03476
CL4208Contig1	HCGP-BN-CO_03477
CL4209Contig1	HCGP-BN-CO_03478
CL420Contig1	HCGP-BN-CO_03479
CL420Contig2	HCGP-BN-CO_03480
CL4210Contig1	HCGP-BN-CO_03481
CL4211Contig1	HCGP-BN-CO_03482
CL4212Contig1	HCGP-BN-CO_03483
CL4213Contig1	HCGP-BN-CO_03484
CL4214Contig1	HCGP-BN-CO_03485
CL4215Contig1	HCGP-BN-CO_03486
CL4216Contig1	HCGP-BN-CO_03487
CL4217Contig1	HCGP-BN-CO_03488
CL4218Contig1	HCGP-BN-CO_03489
CL4219Contig1	HCGP-BN-CO_03490
CL421Contig1	HCGP-BN-CO_03491
CL4221Contig1	HCGP-BN-CO_03492
CL4223Contig1	HCGP-BN-CO_03493
CL4224Contig1	HCGP-BN-CO_03494
CL4225Contig1	HCGP-BN-CO_03495
CL4226Contig1	HCGP-BN-CO_03496
CL4227Contig1	HCGP-BN-CO_03497
CL4228Contig1	HCGP-BN-CO_03498
CL4229Contig1	HCGP-BN-CO_03499
CL422Contig1	HCGP-BN-CO_03500
CL4230Contig1	HCGP-BN-CO_03501
CL4231Contig1	HCGP-BN-CO_03502
CL4232Contig1	HCGP-BN-CO_03503
CL4233Contig1	HCGP-BN-CO_03504
CL4234Contig1	HCGP-BN-CO_03505
CL4235Contig1	HCGP-BN-CO_03506
CL4236Contig1	HCGP-BN-CO_03507
CL4237Contig1	HCGP-BN-CO_03508
CL4238Contig1	HCGP-BN-CO_03509
CL4239Contig1	HCGP-BN-CO_03510
CL423Contig1	HCGP-BN-CO_03511
CL4240Contig1	HCGP-BN-CO_03512
CL4241Contig1	HCGP-BN-CO_03513
CL4242Contig1	HCGP-BN-CO_03514
CL4243Contig1	HCGP-BN-CO_03515
CL4244Contig1	HCGP-BN-CO_03516
CL4245Contig1	HCGP-BN-CO_03517
CL4246Contig1	HCGP-BN-CO_03518
CL4247Contig1	HCGP-BN-CO_03519
CL4248Contig1	HCGP-BN-CO_03520
CL4249Contig1	HCGP-BN-CO_03521
CL424Contig1	HCGP-BN-CO_03522
CL4250Contig1	HCGP-BN-CO_03523
CL4251Contig1	HCGP-BN-CO_03524
CL4252Contig1	HCGP-BN-CO_03525
CL4253Contig1	HCGP-BN-CO_03526
CL4254Contig1	HCGP-BN-CO_03527
CL4255Contig1	HCGP-BN-CO_03528
CL4256Contig1	HCGP-BN-CO_03529
CL4257Contig1	HCGP-BN-CO_03530
CL4258Contig1	HCGP-BN-CO_03531
CL4259Contig1	HCGP-BN-CO_03532
CL425Contig1	HCGP-BN-CO_03533
CL4261Contig1	HCGP-BN-CO_03534
CL4262Contig1	HCGP-BN-CO_03535
CL4263Contig1	HCGP-BN-CO_03536
CL4264Contig1	HCGP-BN-CO_03537
CL4265Contig1	HCGP-BN-CO_03538
CL4266Contig1	HCGP-BN-CO_03539
CL4267Contig1	HCGP-BN-CO_03540
CL4268Contig1	HCGP-BN-CO_03541
CL4269Contig1	HCGP-BN-CO_03542
CL426Contig1	HCGP-BN-CO_03543
CL4270Contig1	HCGP-BN-CO_03544
CL4272Contig1	HCGP-BN-CO_03545
CL4273Contig1	HCGP-BN-CO_03546
CL4274Contig1	HCGP-BN-CO_03547
CL4275Contig1	HCGP-BN-CO_03548
CL4276Contig1	HCGP-BN-CO_03549
CL4277Contig1	HCGP-BN-CO_03550
CL4278Contig1	HCGP-BN-CO_03551
CL4279Contig1	HCGP-BN-CO_03552
CL427Contig1	HCGP-BN-CO_03553
CL4280Contig1	HCGP-BN-CO_03554
CL4281Contig1	HCGP-BN-CO_03555
CL4282Contig1	HCGP-BN-CO_03556
CL4283Contig1	HCGP-BN-CO_03557
CL4284Contig1	HCGP-BN-CO_03558
CL4285Contig1	HCGP-BN-CO_03559
CL4286Contig1	HCGP-BN-CO_03560
CL4287Contig1	HCGP-BN-CO_03561
CL4288Contig1	HCGP-BN-CO_03562
CL4289Contig1	HCGP-BN-CO_03563
CL428Contig1	HCGP-BN-CO_03564
CL4290Contig1	HCGP-BN-CO_03565
CL4291Contig1	HCGP-BN-CO_03566
CL4292Contig1	HCGP-BN-CO_03567
CL4293Contig1	HCGP-BN-CO_03568
CL4294Contig1	HCGP-BN-CO_03569
CL4295Contig1	HCGP-BN-CO_03570
CL4296Contig1	HCGP-BN-CO_03571
CL4297Contig1	HCGP-BN-CO_03572
CL4298Contig1	HCGP-BN-CO_03573
CL4299Contig1	HCGP-BN-CO_03574
CL429Contig1	HCGP-BN-CO_03575
CL42Contig1	HCGP-BN-CO_03576
CL42Contig2	HCGP-BN-CO_03577
CL42Contig3	HCGP-BN-CO_03578
CL42Contig4	HCGP-BN-CO_03579
CL42Contig5	HCGP-BN-CO_03580
CL42Contig6	HCGP-BN-CO_03581
CL42Contig7	HCGP-BN-CO_03582
CL4300Contig1	HCGP-BN-CO_03583
CL4301Contig1	HCGP-BN-CO_03584
CL4302Contig1	HCGP-BN-CO_03585
CL4303Contig1	HCGP-BN-CO_03586
CL4305Contig1	HCGP-BN-CO_03587
CL4306Contig1	HCGP-BN-CO_03588
CL4307Contig1	HCGP-BN-CO_03589
CL4308Contig1	HCGP-BN-CO_03590
CL430Contig1	HCGP-BN-CO_03591
CL4310Contig1	HCGP-BN-CO_03592
CL4311Contig1	HCGP-BN-CO_03593
CL4312Contig1	HCGP-BN-CO_03594
CL4313Contig1	HCGP-BN-CO_03595
CL4314Contig1	HCGP-BN-CO_03596
CL4316Contig1	HCGP-BN-CO_03597
CL4317Contig1	HCGP-BN-CO_03598
CL4318Contig1	HCGP-BN-CO_03599
CL431Contig1	HCGP-BN-CO_03600
CL4320Contig1	HCGP-BN-CO_03601
CL4321Contig1	HCGP-BN-CO_03602
CL4322Contig1	HCGP-BN-CO_03603
CL4323Contig1	HCGP-BN-CO_03604
CL4324Contig1	HCGP-BN-CO_03605
CL4325Contig1	HCGP-BN-CO_03606
CL4326Contig1	HCGP-BN-CO_03607
CL4327Contig1	HCGP-BN-CO_03608
CL4329Contig1	HCGP-BN-CO_03609
CL432Contig1	HCGP-BN-CO_03610
CL4330Contig1	HCGP-BN-CO_03611
CL4331Contig1	HCGP-BN-CO_03612
CL4332Contig1	HCGP-BN-CO_03613
CL4333Contig1	HCGP-BN-CO_03614
CL4334Contig1	HCGP-BN-CO_03615
CL4335Contig1	HCGP-BN-CO_03616
CL4336Contig1	HCGP-BN-CO_03617
CL4337Contig1	HCGP-BN-CO_03618
CL4338Contig1	HCGP-BN-CO_03619
CL4339Contig1	HCGP-BN-CO_03620
CL433Contig1	HCGP-BN-CO_03621
CL4340Contig1	HCGP-BN-CO_03622
CL4341Contig1	HCGP-BN-CO_03623
CL4342Contig1	HCGP-BN-CO_03624
CL4343Contig1	HCGP-BN-CO_03625
CL4344Contig1	HCGP-BN-CO_03626
CL4345Contig1	HCGP-BN-CO_03627
CL4346Contig1	HCGP-BN-CO_03628
CL4347Contig1	HCGP-BN-CO_03629
CL4349Contig1	HCGP-BN-CO_03630
CL434Contig1	HCGP-BN-CO_03631
CL434Contig2	HCGP-BN-CO_03632
CL4350Contig1	HCGP-BN-CO_03633
CL4352Contig1	HCGP-BN-CO_03634
CL4353Contig1	HCGP-BN-CO_03635
CL4355Contig1	HCGP-BN-CO_03636
CL4356Contig1	HCGP-BN-CO_03637
CL4357Contig1	HCGP-BN-CO_03638
CL4358Contig1	HCGP-BN-CO_03639
CL4359Contig1	HCGP-BN-CO_03640
CL435Contig1	HCGP-BN-CO_03641
CL4360Contig1	HCGP-BN-CO_03642
CL4361Contig1	HCGP-BN-CO_03643
CL4363Contig1	HCGP-BN-CO_03644
CL4364Contig1	HCGP-BN-CO_03645
CL4365Contig1	HCGP-BN-CO_03646
CL4366Contig1	HCGP-BN-CO_03647
CL4367Contig1	HCGP-BN-CO_03648
CL4368Contig1	HCGP-BN-CO_03649
CL4369Contig1	HCGP-BN-CO_03650
CL436Contig1	HCGP-BN-CO_03651
CL4372Contig1	HCGP-BN-CO_03652
CL4373Contig1	HCGP-BN-CO_03653
CL4374Contig1	HCGP-BN-CO_03654
CL4376Contig1	HCGP-BN-CO_03655
CL4378Contig1	HCGP-BN-CO_03656
CL4379Contig1	HCGP-BN-CO_03657
CL437Contig1	HCGP-BN-CO_03658
CL437Contig2	HCGP-BN-CO_03659
CL4380Contig1	HCGP-BN-CO_03660
CL4381Contig1	HCGP-BN-CO_03661
CL4383Contig1	HCGP-BN-CO_03662
CL4384Contig1	HCGP-BN-CO_03663
CL4385Contig1	HCGP-BN-CO_03664
CL4386Contig1	HCGP-BN-CO_03665
CL4387Contig1	HCGP-BN-CO_03666
CL4388Contig1	HCGP-BN-CO_03667
CL4389Contig1	HCGP-BN-CO_03668
CL438Contig1	HCGP-BN-CO_03669
